insert into creitcardsexcel values('Card Type Full Name', 'Issuing Bank', Card Number, 'Card Holder's Name', CVV/CVV2, Issue Date, Expiry Date, Billing Date, Card PIN, Credit Limit),
('Discover', 'Discover', 6011323347471210, 'Jorge K Riggs', 316, 41548, 44835, 9, 7230, 72800),
('American Express', 'American Express', 376931520872013, 'Toby L Mcknight', 9193, 39203, 40299, 19, 5852, 30100),
('Master Card', 'Bank of America', 5405269229405040, 'Mary E Wilcox', 203, 42614, 44075, 10, 9859, 167900),
('Japan Credit Bureau', 'JCB', 3575662763165000, 'Olin R Cobb', 505, 39114, 42036, 21, 7594, 140800),
('Visa', 'Chase', 4663580617078170, 'Roberto S Lewis', 315, 40756, 48061, 2, 6992, 97100),
('Discover', 'Discover', 6011091650292870, 'Herbert K Estevez', 318, 42675, 47423, 16, 5368, 163800),
('Master Card', 'U.S. Bancorp', 5492127293277000, 'Edwin I Calhoun', 29, 40299, 45778, 6, 7407, 145600),
('Japan Credit Bureau', 'JCB', 3556136140373570, 'Claude Cecil', 163, 41214, 41579, 16, 9163, 70000),
('Visa', 'Citibank', 4837628406997410, 'Christopher E Everett', 427, 42614, 48092, 21, 2150, 199700),
('Diners Club International', 'Diners Club', 36942749156254, 'Gabriel U Alston', 976, 41821, 45108, 13, 2796, 42100),
('Visa', 'Chase', 4716153501123670, 'Edna D Cash', 198, 42005, 48214, 27, 8913, 188800),
('Visa', 'Chase', 4522068357668040, 'Maisie P Andre', 297, 41671, 47880, 8, 5770, 192500),
('Visa', 'Bank of America', 4864639763616170, 'Danny Sharp', 947, 43070, 49279, 21, 1453, 73900),
('Japan Credit Bureau', 'JCB', 3528619620869260, 'Jasper Agnew', 258, 42370, 48580, 6, 18, 122700),
('Visa', 'Chase', 4927203256523470, 'Florence R Marshall', 85, 40787, 41518, 20, 4362, 125100),
('Japan Credit Bureau', 'JCB', 3538022376408440, 'Rosina G Madden', 126, 42917, 48396, 10, 589, 87000),
('Discover', 'Discover', 6576314912703110, 'Angela R Key', 115, 42614, 45170, 5, 6002, 187200),
('American Express', 'U.S. Bancorp', 376323224272783, 'Serena Horner', 525, 42675, 49980, 17, 1851, 59700),
('Japan Credit Bureau', 'JCB', 3569687221994990, 'Beatrice I Cohen', 964, 39539, 46113, 27, 4917, 100800),
('Visa', 'Barclays', 4774248191880700, 'Henry A Andrade', 811, 39142, 42430, 16, 3250, 86900),
('Visa', 'Wells Fargo', 4422906045809770, 'Clarence Z Coffey', 331, 41671, 44958, 20, 7534, 74300),
('Diners Club International', 'Diners Club', 30492415321127, 'Miguelina Holland', 252, 42979, 47362, 15, 1213, 25900),
('Discover', 'Discover', 6011308241254430, 'Roy I Henderson', 506, 41487, 48792, 23, 7459, 37400),
('Diners Club International', 'Diners Club', 30256153690955, 'Alix J Koehler', 106, 41852, 49157, 8, 6243, 59300),
('Japan Credit Bureau', 'JCB', 3543401644174890, 'Alicia C Vance', 780, 41365, 43922, 24, 9201, 97700),
('Master Card', 'Citibank', 5365160819719360, 'Devin F Bivens', 861, 40725, 42917, 17, 6771, 180700),
('Japan Credit Bureau', 'JCB', 3538100135216160, 'Tom Knox', 201, 42095, 43556, 6, 1608, 85900),
('Visa', 'GE Capital', 4608757398522140, 'Brain J Radford', 973, 42917, 46935, 9, 3828, 133200),
('Master Card', 'Capital One', 5349991427849100, 'Donald E Odonnell', 472, 42675, 43770, 6, 8853, 25500),
('Japan Credit Bureau', 'JCB', 3531398997099010, 'Hans E Kraus', 859, 42064, 47543, 3, 3101, 186400),
('Master Card', 'Bank of America', 5274566686520880, 'Tom P Carey', 501, 41640, 46753, 9, 9263, 178700),
('Master Card', 'Capital One', 5123365802482500, 'Stacy J Rosas', 150, 43040, 45962, 21, 3435, 143400),
('American Express', 'Bank of America', 341337278288869, 'Michelle Gates', 7303, 39508, 41699, 6, 4818, 127200),
('Japan Credit Bureau', 'JCB', 3552952377795160, 'Elfrieda L Mansfield', 594, 41365, 47939, 22, 3342, 101800),
('Japan Credit Bureau', 'JCB', 3541960042863550, 'Rose J Mcgowan', 264, 42705, 45261, 11, 6626, 198300),
('Discover', 'Discover', 6011695814694850, 'Rosamond Y Edwards', 831, 39692, 42248, 6, 9578, 73600),
('Discover', 'Discover', 6440919229989780, 'Carrie N Campbell', 562, 40544, 45658, 26, 4184, 36100),
('Discover', 'Discover', 6011479124127440, 'Delphine O Aragon', 801, 39479, 39845, 15, 4357, 183600),
('American Express', 'American Express', 376403582572139, 'Hector Q Tyler', 7940, 42552, 43647, 23, 8742, 194900),
('American Express', 'Bank of America', 375062495667484, 'Rebecka D Hadley', 4593, 42064, 43160, 6, 255, 166000),
('Japan Credit Bureau', 'JCB', 3528930317848730, 'Loretta Doyle', 158, 42064, 48274, 7, 3581, 130400),
('American Express', 'USAA', 377487423942584, 'Marin S Sager', 4533, 42309, 49614, 19, 4382, 164300),
('Discover', 'Discover', 6573119884392350, 'Henry H Tate', 308, 42461, 45017, 9, 6521, 79600),
('American Express', 'USAA', 345726324297435, 'Ilene Eaves', 3591, 42767, 46054, 6, 5858, 128400),
('Discover', 'Discover', 6011795378908000, 'Marjorie F Joyce', 977, 40940, 44228, 8, 2459, 110700),
('Diners Club International', 'Diners Club', 30518480392922, 'Modesta T Peeler', 631, 42583, 46235, 28, 3189, 98900),
('Diners Club International', 'Diners Club', 30294924300042, 'Kathryn G Griffin', 422, 40299, 42856, 13, 6274, 127100),
('Japan Credit Bureau', 'JCB', 3542915493993760, 'Quintin Iverson', 475, 41913, 47392, 25, 576, 99400),
('American Express', 'American Express', 348222193550622, 'Annie U Riley', 7318, 41426, 41791, 28, 8874, 95500),
('Visa', 'U.S. Bancorp', 4310881204683550, 'Shonda J Belton', 701, 39234, 45078, 18, 4738, 118400),
('Master Card', 'Bank of America', 5359484370620330, 'Laurie W Ramos', 511, 43070, 44531, 14, 1744, 193900),
('Discover', 'Discover', 6011812137074080, 'Kelvin H Milton', 339, 41091, 45108, 6, 6305, 140600),
('Visa', 'Chase', 4919903511956550, 'Greg U Livingston', 431, 41487, 42217, 2, 7765, 54700),
('American Express', 'American Express', 340092457113419, 'Nilda Cheek', 427, 40210, 46784, 16, 2337, 40600),
('American Express', 'American Express', 379069954315618, 'Jeremy P Morales', 8421, 41122, 48427, 8, 8639, 126000),
('American Express', 'American Express', 370737953276622, 'Yuko E Metcalf', 2555, 41365, 43556, 1, 9050, 156300),
('Visa', 'Chase', 4360042388091500, 'Shane M Dixon', 675, 39783, 40513, 2, 1737, 49300),
('American Express', 'American Express', 371190543859854, 'Apryl Stuckey', 4167, 42339, 43800, 5, 6292, 168900),
('Master Card', 'U.S. Bancorp', 5132935885258420, 'Tim S Pittman', 91, 41609, 42339, 19, 1658, 22300),
('Discover', 'Discover', 6011409472696450, 'Ellis I Bueno', 463, 42186, 47300, 16, 7837, 51100),
('Master Card', 'Citibank', 5323519642220440, 'Marie Gay', 125, 40544, 41640, 25, 4343, 140000),
('Diners Club International', 'Diners Club', 30254273721057, 'Karena K Pender', 709, 41183, 44470, 28, 4071, 48300),
('Discover', 'Discover', 6011844060163600, 'Lewis N Carrillo', 674, 39539, 46113, 24, 4027, 167200),
('Visa', 'Cabela’s WFB', 4159159605338720, 'Natacha P Reiss', 350, 39295, 40756, 17, 6113, 124800),
('Master Card', 'U.S. Bancorp', 5163542032750990, 'Shawn S Powers', 587, 41275, 46023, 7, 5865, 152200),
('American Express', 'American Express', 341016775952363, 'Kathrine B Talbot', 1070, 41671, 42036, 21, 2954, 119300),
('Diners Club International', 'Diners Club', 30906149726905, 'Andrea N Mcmillan', 309, 42826, 45383, 8, 9529, 58600),
('Diners Club International', 'Diners Club', 30071651377462, 'Carmine B Picard', 86, 40909, 47849, 11, 5656, 184400),
('Diners Club International', 'Diners Club', 30963033592265, 'Jerome S Morton', 848, 40391, 42583, 20, 1594, 59300),
('Japan Credit Bureau', 'JCB', 3546654721753070, 'Kareem T Neff', 640, 43040, 44136, 24, 5193, 188600),
('American Express', 'American Express', 341659582987849, 'Juanita Frost', 1581, 40087, 43739, 17, 7033, 146100),
('Japan Credit Bureau', 'JCB', 3585410558016410, 'Reed B Crisp', 435, 39783, 43800, 17, 2981, 33800),
('American Express', 'American Express', 342674710084541, 'Edna Park', 6736, 41306, 43862, 23, 2613, 33100),
('American Express', 'USAA', 377394790472007, 'Lincoln Dalton', 625, 42095, 47939, 25, 5667, 37800),
('American Express', 'U.S. Bancorp', 377236881286228, 'Benjamin W Parker', 4912, 39722, 43374, 28, 7529, 193800),
('Visa', 'Cabela’s WFB', 4248251644404500, 'Enoch Z Hendrix', 118, 39295, 44774, 10, 8243, 12000),
('Master Card', 'Barclays', 5241516347661850, 'Roy Y Mills', 475, 40695, 48000, 9, 9074, 161800),
('Master Card', 'GE Capital', 5484577347562040, 'Brittani D Mcinnis', 684, 42917, 45474, 11, 2036, 79700),
('Discover', 'Discover', 6457148616699780, 'Eleanor P Bradshaw', 379, 41883, 45170, 14, 3657, 163000),
('Japan Credit Bureau', 'JCB', 3585059323481870, 'Brenton Q Scarbrough', 330, 39783, 43800, 22, 6649, 57200),
('Japan Credit Bureau', 'JCB', 3583128569631070, 'Roy I Rutledge', 718, 41944, 44501, 2, 5987, 24800),
('Master Card', 'Citibank', 5218179857929110, 'Betsy J Bedford', 261, 42552, 42917, 1, 7403, 161600),
('Discover', 'Discover', 6011786997169050, 'Kyle S Kent', 327, 40330, 40695, 3, 1738, 191100),
('Diners Club International', 'Diners Club', 36158256935895, 'Edwardo G Stein', 762, 42156, 46174, 23, 2360, 149400),
('Visa', 'Chase', 4832469806442020, 'Doris Fuller', 711, 42644, 43009, 22, 1494, 27100),
('Discover', 'Discover', 6459209335762760, 'Krystal L Keeton', 439, 40878, 42339, 23, 5465, 126500),
('Visa', 'Wells Fargo', 4955455092665370, 'Sally Griffith', 816, 42705, 49644, 12, 6306, 48100),
('American Express', 'American Express', 371235725291309, 'Lyndsey E Clements', 3024, 40664, 42491, 28, 4897, 39800),
('Master Card', 'Citibank', 5230797886229010, 'Brittany Hurst', 24, 40817, 47392, 2, 7654, 118400),
('American Express', 'U.S. Bancorp', 344519348534896, 'Newton W Whittle', 6533, 41153, 48092, 23, 8169, 42000),
('Visa', 'PNC', 4290081002846670, 'Leo Phillips', 995, 41395, 47604, 6, 7141, 161300),
('Diners Club International', 'Diners Club', 30384706039650, 'Oswaldo Pace', 838, 41030, 42491, 20, 8051, 169200),
('Diners Club International', 'Diners Club', 36704794373865, 'Holly I Ford', 648, 41061, 48000, 28, 3723, 81700),
('Diners Club International', 'Diners Club', 30116159705290, 'Ike T Pickett', 464, 42767, 43862, 24, 5874, 95800),
('Diners Club International', 'Diners Club', 30092327736170, 'Lee U Leach', 106, 40422, 43344, 20, 8795, 26300),
('American Express', 'American Express', 371912925686187, 'Frankie Rendon', 4941, 40422, 46266, 20, 1284, 161600),
('Diners Club International', 'Diners Club', 30966203757816, 'Elaine I Franco', 624, 41579, 46327, 21, 1935, 58600),
('Japan Credit Bureau', 'JCB', 3538337203668120, 'Slyvia O Holm', 552, 40210, 44958, 18, 0, 159900),
('American Express', 'American Express', 370672532243696, 'Laura Briggs', 780, 42826, 47574, 15, 2629, 87300),
('Discover', 'Discover', 6011251572010450, 'Lucila Steiner', 314, 39630, 44013, 22, 3641, 27400),
('Discover', 'Discover', 6226469600870290, 'Paul B Jacobs', 876, 39203, 42856, 8, 5784, 172600),
('American Express', 'American Express', 341675854879688, 'Russell G Contreras', 1119, 41671, 45689, 5, 8191, 161000),
('Diners Club International', 'Diners Club', 30972195234459, 'Bradley U Wagner', 659, 41791, 47635, 17, 1342, 52500),
('Japan Credit Bureau', 'JCB', 3567387572206840, 'Yong Y Calhoun', 837, 39508, 39873, 17, 152, 83100),
('Discover', 'Discover', 6011432804401570, 'Lillian H Reyes', 664, 39417, 42705, 21, 806, 198900),
('Japan Credit Bureau', 'JCB', 3544505275183210, 'Penni P Fortin', 119, 42064, 49369, 6, 1964, 119900),
('Visa', 'Chase', 4498916377457970, 'Arthur U Curry', 121, 41061, 46174, 15, 6001, 109600),
('Discover', 'Discover', 6011194639541300, 'Juliann Q Orth', 848, 39845, 40210, 4, 738, 158100),
('American Express', 'American Express', 343298142444450, 'Marion N Castro', 7604, 42767, 44593, 19, 7859, 43100),
('Diners Club International', 'Diners Club', 30593609456122, 'Alfred Y Horning', 467, 41183, 41548, 3, 6873, 47000),
('American Express', 'Bank of America', 371085119761239, 'Alexander Holden', 4806, 42644, 44835, 26, 5574, 96400),
('Visa', 'GE Capital', 4186161048572030, 'Teodoro K Babb', 661, 40148, 40878, 25, 1621, 180300),
('Discover', 'Discover', 6011835696573140, 'Tyler M Snider', 490, 41030, 43952, 21, 8903, 76100),
('Visa', 'Chase', 4803181069071680, 'Ashli Bock', 901, 39630, 45839, 27, 5159, 76300),
('Japan Credit Bureau', 'JCB', 3568794812625930, 'Doris P Ray', 742, 39326, 46266, 10, 8960, 50800),
('Master Card', 'Citibank', 5425084507820870, 'Derick I Culver', 778, 42856, 48335, 23, 9228, 47900),
('Discover', 'Discover', 6011403155104440, 'Joann Castaneda', 189, 41487, 48792, 17, 5285, 187700),
('Discover', 'Discover', 6011632107745380, 'Liberty Fennell', 951, 42064, 42795, 25, 910, 75900),
('Master Card', 'USAA', 5439182085614800, 'Andrea J Oneill', 606, 39356, 45200, 9, 9523, 47300),
('Discover', 'Discover', 6011699908342670, 'Sharilyn L Sellers', 399, 42401, 47880, 1, 6596, 119800),
('Visa', 'Cabela’s WFB', 4644655021219610, 'Carrie R Vance', 889, 39142, 45352, 1, 8515, 25900),
('Diners Club International', 'Diners Club', 30074099825191, 'Sebastian M Shuler', 700, 42005, 46753, 18, 7715, 67400),
('Japan Credit Bureau', 'JCB', 3578428304638080, 'Jessica C Conley', 859, 41306, 47515, 11, 2117, 81100),
('American Express', 'Bank of America', 371838785316765, 'Cortney Foust', 2752, 40695, 43617, 7, 2280, 41900),
('Japan Credit Bureau', 'JCB', 3539606005442230, 'Leon Bowers', 109, 39814, 42005, 9, 3554, 46600),
('Discover', 'Discover', 6228013400681780, 'Elden L Vogel', 371, 41699, 45352, 9, 8822, 121200),
('Japan Credit Bureau', 'JCB', 3573575568875670, 'Pamela Burke', 714, 40725, 41456, 26, 2627, 189800),
('Japan Credit Bureau', 'JCB', 3564495397268980, 'Alba O Traylor', 235, 40969, 48274, 1, 1760, 93400),
('Diners Club International', 'Diners Club', 30903291249026, 'Stephen G Andrews', 224, 41640, 46023, 26, 4588, 137500),
('Visa', 'PNC', 4963336487819580, 'Frankie I Lyon', 540, 41518, 48092, 19, 9793, 110600),
('Japan Credit Bureau', 'JCB', 3568665872177440, 'Kathryn V Hamilton', 793, 42644, 48488, 19, 9989, 52700),
('Diners Club International', 'Diners Club', 30587118029792, 'Margarite P Connors', 90, 40909, 45658, 20, 1345, 107800),
('Master Card', 'Capital One', 5161954732430910, 'Carolyn Y Ochoa', 602, 41671, 42036, 10, 3316, 191800),
('Diners Club International', 'Diners Club', 38065547251800, 'Ofelia V Carrier', 607, 42948, 49157, 5, 3661, 83000),
('Visa', 'Chase', 4735673478248740, 'Edwin O Becker', 781, 41518, 48458, 24, 731, 157900),
('Diners Club International', 'Diners Club', 30155561214889, 'Samual U Helton', 623, 41275, 45292, 4, 4581, 153600),
('Visa', 'Citibank', 4840430136393870, 'Geraldine U Meadows', 27, 41334, 43891, 10, 9725, 158500),
('Discover', 'Discover', 6011953371381420, 'Roosevelt Geary', 664, 42278, 47392, 23, 8586, 107800),
('Visa', 'Bank of America', 4998438476103040, 'Earl Q Hughes', 826, 42309, 45231, 13, 5998, 165600),
('Master Card', 'U.S. Bancorp', 5449699565846320, 'Fiona G Seay', 593, 41730, 46844, 27, 1155, 121300),
('Master Card', 'Chase', 5365449759975460, 'Bobby Hull', 704, 39417, 45627, 4, 5377, 140700),
('Master Card', 'Chase', 5373525078832990, 'Karl Montes', 801, 42767, 43862, 22, 8010, 173400),
('Discover', 'Discover', 6011075081989720, 'Marcus Avery', 38, 40118, 46692, 20, 1087, 170700),
('Diners Club International', 'Diners Club', 30313141032806, 'Alphonse M Chalmers', 199, 40909, 42370, 4, 8304, 118200),
('American Express', 'American Express', 379523051667495, 'Darlene P Roth', 8040, 42186, 45474, 8, 9185, 160400),
('Visa', 'Bank of America', 4422608898512390, 'Fatimah Kelly', 764, 39356, 41548, 17, 3317, 129900),
('American Express', 'Bank of America', 344966065665785, 'Jimmy R Kane', 7596, 39142, 41699, 22, 7474, 111600),
('Japan Credit Bureau', 'JCB', 3550681316972910, 'Providencia U Whelan', 351, 40878, 44531, 16, 4721, 151200),
('Diners Club International', 'Diners Club', 30550122587734, 'Tammy Q Fuller', 5, 42339, 46722, 11, 5699, 162100),
('Master Card', 'Citibank', 5126337220202570, 'Sebastian Z Montanez', 81, 42248, 43344, 14, 8984, 61000),
('Master Card', 'Bank of America', 5135826711721730, 'Eddie C Maxwell', 910, 40269, 43922, 26, 7351, 177100),
('Visa', 'Bank of America', 4809690176835580, 'Laurence I Dietz', 551, 41061, 45809, 1, 6959, 45700),
('Diners Club International', 'Diners Club', 30458258871528, 'Joanne Z Joseph', 164, 41913, 44105, 9, 5883, 62900),
('American Express', 'American Express', 373464311954413, 'Retha I Olmstead', 5451, 40634, 43191, 23, 241, 132100),
('Discover', 'Discover', 6011637442973770, 'Michelle Farrell', 749, 40575, 45323, 20, 651, 120300),
('Discover', 'Discover', 6011358015301130, 'Carletta Yount', 132, 42186, 46569, 14, 8338, 174200),
('Japan Credit Bureau', 'JCB', 3585576875053720, 'Joshua G Hyde', 764, 41214, 47423, 18, 399, 40800),
('Master Card', 'Citibank', 5362759749663110, 'Adell K Mccain', 226, 39356, 46661, 3, 3227, 106400),
('American Express', 'American Express', 379863627760246, 'Richard H Bryant', 5973, 42370, 43101, 15, 4586, 140700),
('Visa', 'U.S. Bancorp', 4430785042253410, 'Horace L Burgos', 278, 40269, 45383, 12, 354, 139900),
('Master Card', 'Wells Fargo', 5470530731018670, 'Roger O Huber', 446, 40909, 45292, 3, 5389, 109700),
('American Express', 'American Express', 340186920120108, 'Winford Archuleta', 1750, 40238, 46082, 27, 7645, 48800),
('American Express', 'American Express', 376089330475178, 'Thomas Q Stanton', 9366, 40725, 41821, 6, 5672, 103400),
('Discover', 'Discover', 6011960131657760, 'Sandy U Benavides', 497, 41974, 45261, 18, 6581, 170000),
('Visa', 'Barclays', 4848688442766170, 'Melvin H Berry', 261, 40909, 45658, 21, 753, 122900),
('Discover', 'Discover', 6452403942299210, 'Claudette X Healey', 541, 39142, 43525, 14, 1917, 126700),
('Master Card', 'Citibank', 5481829703595710, 'Beverly Houston', 439, 40452, 47027, 11, 4264, 135300),
('Japan Credit Bureau', 'JCB', 3559014503607200, 'Janice Manuel', 109, 39661, 45505, 3, 9081, 84900),
('Japan Credit Bureau', 'JCB', 3585326258726700, 'Edwin Mack', 262, 42430, 44621, 25, 932, 12900),
('Japan Credit Bureau', 'JCB', 3588636486105470, 'Leila N Thrash', 593, 41456, 48761, 25, 845, 78700),
('Japan Credit Bureau', 'JCB', 3575654145813690, 'Ana H Ford', 603, 42278, 43374, 10, 1584, 130100),
('Diners Club International', 'Diners Club', 30241578179701, 'Moses C Tovar', 790, 41883, 49188, 7, 7307, 26100),
('Visa', 'Cabela’s WFB', 4575727733027860, 'Regina Roth', 315, 42370, 46388, 14, 8190, 80300),
('Visa', 'Bank of America', 4095607868897750, 'Ernie Kolb', 965, 42522, 44348, 3, 5762, 60700),
('Master Card', 'Bank of America', 5486206583278370, 'Ronald N Farmer', 362, 39539, 41365, 25, 9259, 59200),
('Japan Credit Bureau', 'JCB', 3584809545982090, 'Orval M Osborn', 793, 41671, 46784, 12, 9512, 90700),
('Master Card', 'Bank of America', 5140046944279880, 'Donna A Barlow', 839, 39356, 44835, 27, 8395, 188400),
('Master Card', 'U.S. Bancorp', 5447871590838350, 'Alden C Durr', 378, 40756, 44044, 3, 7190, 19500),
('Discover', 'Discover', 6227501440250050, 'Emma J Alvarez', 974, 39356, 45200, 24, 1342, 141700),
('Diners Club International', 'Diners Club', 30497528082763, 'Isiah U Kruger', 363, 40483, 41579, 14, 6653, 13400),
('Discover', 'Discover', 6011462419181910, 'Lynn O Strickland', 564, 41548, 45931, 24, 9299, 146400),
('Japan Credit Bureau', 'JCB', 3578929904017070, 'Lorenzo X Mattox', 400, 42767, 50072, 6, 0, 64000),
('Diners Club International', 'Diners Club', 30071661285069, 'Raymond V Barrera', 269, 39326, 46631, 10, 8853, 110600),
('Diners Club International', 'Diners Club', 30147495191648, 'Damian Wilde', 750, 39995, 45839, 27, 8799, 37400),
('Japan Credit Bureau', 'JCB', 3574255592665200, 'Dawn Serrano', 356, 42339, 44896, 5, 1319, 140200),
('Master Card', 'Chase', 5387652238335220, 'Sharon N Holt', 296, 40848, 42675, 15, 1061, 123400),
('Visa', 'Chase', 4554025642194920, 'Glen G Craft', 438, 42675, 47788, 22, 6805, 47200),
('Diners Club International', 'Diners Club', 30905371221759, 'Wilton L Durant', 157, 41699, 42795, 26, 4037, 120500),
('Japan Credit Bureau', 'JCB', 3559624487966690, 'Ann Q Vega', 321, 41579, 44501, 20, 821, 70000),
('Diners Club International', 'Diners Club', 30595060696138, 'Fredia D Reynolds', 475, 41518, 43709, 23, 9403, 33900),
('Master Card', 'Capital One', 5416001982781450, 'Derrick Santana', 244, 42856, 44682, 15, 3736, 122700),
('Discover', 'Discover', 6545021822640310, 'Stacey Pitts', 401, 40544, 45658, 23, 9878, 140800),
('Discover', 'Discover', 6011279845797380, 'Mary Winters', 387, 41395, 48335, 16, 5899, 76300),
('American Express', 'American Express', 370822876567503, 'Gene Mcghee', 4936, 41275, 44927, 20, 8868, 51600),
('American Express', 'USAA', 370939500938882, 'Cynthia O Herman', 7761, 40575, 42401, 21, 3741, 197700),
('Discover', 'Discover', 6011458469525190, 'Virgil Snider', 129, 42705, 44896, 27, 7162, 148700),
('Visa', 'Citibank', 4981095728443110, 'Nancy O Robles', 888, 40878, 48183, 7, 4657, 161900),
('Visa', 'Wells Fargo', 4982222607197560, 'Morris V Duval', 191, 41518, 44805, 23, 3271, 84400),
('Visa', 'Capital One', 4867617056138330, 'Harry U Palmer', 637, 40118, 45597, 6, 1002, 38400),
('Japan Credit Bureau', 'JCB', 3550180771576460, 'Rosetta R Oreilly', 934, 41275, 46388, 12, 6465, 96900),
('Master Card', 'Bank of America', 5393856372405780, 'Virginia A Oneill', 80, 40725, 44743, 18, 5989, 53200),
('American Express', 'American Express', 379630633920027, 'Solange Nieto', 9171, 40087, 47027, 15, 4054, 109700),
('Japan Credit Bureau', 'JCB', 3534462281234070, 'Maria U Dale', 871, 40848, 43405, 19, 6821, 151600),
('American Express', 'USAA', 373188638571820, 'Rosanne Trowbridge', 4788, 40878, 43435, 12, 7006, 187600),
('Diners Club International', 'Diners Club', 30336156814206, 'Curtis Frye', 203, 40969, 41699, 14, 2862, 58100),
('Master Card', 'Capital One', 5113131622874470, 'Samuel Glaze', 195, 41791, 48731, 18, 439, 71300),
('Visa', 'Chase', 4354679111630070, 'Victor F Manning', 412, 42401, 44228, 14, 9152, 195600),
('Visa', 'Citibank', 4807129964388470, 'Edwardo Blakely', 436, 41061, 43983, 18, 8055, 127400),
('Master Card', 'Citibank', 5274600473273920, 'Jeff J Avila', 429, 42552, 46204, 1, 8096, 71100),
('Master Card', 'Citibank', 5359061187059810, 'Luigi Minton', 969, 40330, 43617, 18, 2092, 12300),
('Diners Club International', 'Diners Club', 30993478298136, 'Eric Sullivan', 494, 39114, 44228, 5, 4626, 99800),
('Discover', 'Discover', 6011116025105160, 'Tanna K Callahan', 395, 42948, 50253, 1, 2835, 139800),
('Master Card', 'Bank of America', 5286468894472420, 'Bernard Wooten', 612, 39508, 44621, 22, 2647, 146500),
('Discover', 'Discover', 6225490804713990, 'Zachariah Block', 807, 41791, 43252, 22, 4270, 67000),
('Japan Credit Bureau', 'JCB', 3568335441804770, 'Marvin C Holder', 313, 41365, 43922, 16, 3092, 91600),
('Visa', 'Chase', 4418254608100390, 'Lynn X Bolen', 540, 41426, 48366, 18, 4929, 124500),
('Visa', 'U.S. Bancorp', 4324614608428420, 'Katie V Oneil', 502, 39114, 41306, 25, 6387, 168700),
('Discover', 'Discover', 6011356112572330, 'Emil F Pennington', 849, 42005, 44197, 25, 5487, 118500),
('Japan Credit Bureau', 'JCB', 3531099499408960, 'Joe C Stuart', 369, 42461, 45383, 1, 4641, 10400),
('Japan Credit Bureau', 'JCB', 3539189038715430, 'Francie Pringle', 510, 41244, 44166, 26, 7190, 195700),
('Diners Club International', 'Diners Club', 30528681498527, 'Rachel P Kerr', 693, 41275, 45658, 9, 1382, 140400),
('Diners Club International', 'Diners Club', 30583918029785, 'Chandra O Hein', 810, 42309, 42675, 4, 7660, 75700),
('Japan Credit Bureau', 'JCB', 3559077938925920, 'Albert S Bruce', 8, 39722, 44105, 28, 9138, 189300),
('Discover', 'Discover', 6226907121193180, 'Janeth V Goad', 314, 41061, 47270, 4, 3145, 125700),
('Master Card', 'Citibank', 5394335720072780, 'Ashley B Dickson', 963, 41791, 48000, 16, 7681, 138000),
('Discover', 'Discover', 6011209278427280, 'Joseph S Tibbetts', 573, 40299, 40664, 1, 8775, 196400),
('Visa', 'Chase', 4163363453938720, 'Gordon Byers', 728, 42491, 46508, 21, 8257, 104100),
('Diners Club International', 'Diners Club', 38060173220187, 'Karie M Yost', 983, 40725, 44743, 2, 898, 168700),
('Discover', 'Discover', 6011342001482120, 'Anne Gordon', 408, 41548, 47757, 17, 1591, 124600),
('American Express', 'USAA', 376505444815504, 'Dewayne D Hickman', 9806, 39083, 46023, 22, 8036, 128300),
('Japan Credit Bureau', 'JCB', 3533289868974450, 'Christine P Taylor', 500, 41000, 43556, 10, 8, 110600),
('Master Card', 'Chase', 5194808010058790, 'Filiberto I Ames', 512, 41730, 42826, 28, 9544, 29000),
('Visa', 'Chase', 4900460726548280, 'Cathy Walsh', 894, 42979, 44805, 25, 6458, 190200),
('Discover', 'Discover', 6011877150067310, 'Arnold I Griffis', 169, 42278, 47392, 26, 3525, 88100),
('American Express', 'American Express', 373650825940993, 'Harold R Langley', 2728, 41244, 44531, 1, 5772, 188600),
('Master Card', 'Citibank', 5399278610443070, 'Thelma R Strader', 842, 39661, 40391, 24, 8066, 160200),
('Diners Club International', 'Diners Club', 30217445367505, 'Samuel Bonner', 601, 39264, 40360, 26, 5953, 79900),
('Japan Credit Bureau', 'JCB', 3532246173348890, 'Brant R Brunson', 504, 42064, 47908, 4, 2356, 187400),
('Japan Credit Bureau', 'JCB', 3573852120504170, 'Alfred Welch', 653, 42248, 49188, 16, 9828, 63000),
('Diners Club International', 'Diners Club', 30171690770568, 'Elmer Y Dunning', 533, 42036, 43497, 21, 6748, 68100),
('Diners Club International', 'Diners Club', 30302490749755, 'Manuel E Oconnor', 792, 42856, 49430, 22, 9850, 99600),
('Visa', 'Chase', 4328806340127150, 'Deandre Lord', 913, 41426, 43983, 8, 3333, 185700),
('Japan Credit Bureau', 'JCB', 3535997969955120, 'Joe M Marks', 505, 42705, 46357, 7, 1390, 134100),
('Japan Credit Bureau', 'JCB', 3540808793373730, 'Rheba Raney', 549, 40817, 44470, 16, 1080, 84600),
('Master Card', 'Citibank', 5440657304818620, 'Norman Clements', 145, 40940, 46054, 28, 2307, 168300),
('American Express', 'American Express', 345810472767967, 'Yu A Vang', 9771, 41456, 44378, 22, 2108, 52200),
('Japan Credit Bureau', 'JCB', 3578372288829490, 'Joe Mcleod', 372, 40269, 43556, 18, 9131, 173400),
('Visa', 'Citibank', 4980640833171840, 'Lou L Boyd', 39, 41000, 41365, 1, 8161, 146800),
